,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Number of Gears
1453,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M,Z,14.4,9.9,12.4,285,6
1454,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS,X,12.9,9.4,11.3,260,6
1455,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS,X,13.0,9.7,11.5,264,6
1456,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS,X,11.7,8.7,10.3,237,6
1457,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS,X,12.9,9.8,11.5,264,6
1458,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS,X,12.5,9.3,11.1,255,6
1459,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS,X,13.9,10.8,12.5,287,6
1460,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS,X,10.4,7.4,9.1,209,6
1461,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS,X,9.8,6.7,8.4,193,6
1462,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS,X,9.8,6.7,8.4,193,6
1463,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS,X,6.6,5.9,6.3,145,6
1464,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS,X,10.2,8.2,9.3,214,6
1465,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M,X,11.4,8.5,10.1,232,6
1466,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS,X,11.3,8.3,10.0,230,6
1467,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS,X,11.4,9.3,10.4,239,6
1468,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS,X,11.6,9.3,10.6,244,6
1469,HYUNDAI,VELOSTER,COMPACT,1.6,4,M,X,9.0,6.7,8.0,184,6
1470,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS,X,9.9,7.6,8.8,202,6
1471,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M,X,9.7,7.0,8.5,196,6
1472,INFINITI,Q50,MID-SIZE,3.7,6,AS,Z,12.0,8.1,10.3,237,7
1473,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS,Z,12.5,8.7,10.8,248,7
1474,INFINITI,Q60,SUBCOMPACT,3.7,6,AS,Z,12.4,8.7,10.7,246,7
1475,INFINITI,Q60,SUBCOMPACT,3.7,6,M,Z,13.6,9.3,11.6,267,6
1476,INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS,Z,13.3,9.4,11.5,264,7
1477,INFINITI,Q70,MID-SIZE,5.6,8,AS,Z,14.8,9.5,12.4,285,7
1478,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS,Z,15.0,10.2,12.9,297,7
1479,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS,Z,8.0,6.9,7.5,172,7
1480,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS,Z,13.7,9.7,11.9,274,7
1481,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.4,8.5,10.1,232,7
1482,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.2,8.9,10.7,246,7
1483,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.9,8.4,8.7,200,7
1484,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS,Z,14.6,10.7,12.8,294,7
1485,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS,Z,16.9,11.9,14.7,338,7
1486,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS,Z,11.8,8.4,10.3,237,8
1487,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS,Z,12.2,8.7,10.6,244,8
1488,JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS,Z,15.0,10.2,12.8,294,8
1489,JAGUAR,XF AWD,MID-SIZE,3.0,6,AS,Z,13.9,8.8,11.6,267,8
1490,JAGUAR,XFR,MID-SIZE,5.0,8,AS,Z,15.7,10.3,13.2,304,8
1491,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS,Z,15.7,10.3,13.2,304,8
1492,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS,Z,14.7,9.6,12.5,288,8
1493,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS,Z,15.9,10.9,13.6,313,6
1494,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS,Z,15.6,10.9,13.4,308,6
1495,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS,Z,15.9,10.9,13.6,313,6
1496,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS,Z,15.6,10.9,13.4,308,6
1497,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A,X,10.9,7.7,9.5,218,9
1498,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A,E,15.2,10.2,12.9,206,9
1499,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A,X,11.4,8.1,9.9,228,9
1500,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A,X,11.3,8.3,10.0,230,9
1501,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A,E,15.9,11.0,13.7,219,9
1502,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A,X,11.6,8.5,10.2,235,9
1503,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A,X,12.6,8.9,10.9,251,9
1504,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A,X,12.2,9.0,10.8,248,9
1505,JEEP,COMPASS,SUV - SMALL,2.0,4,M,X,10.2,7.8,9.2,212,5
1506,JEEP,COMPASS,SUV - SMALL,2.4,4,A,X,11.2,8.6,10.0,230,6
1507,JEEP,COMPASS,SUV - SMALL,2.4,4,M,X,10.2,8.2,9.3,214,5
1508,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M,X,10.6,8.6,9.7,223,5
1509,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A,X,17.3,11.5,14.7,338,8
1510,JEEP,PATRIOT,SUV - SMALL,2.0,4,M,X,10.2,7.8,9.2,212,5
1511,JEEP,PATRIOT,SUV - SMALL,2.4,4,A,X,11.2,8.6,10.0,230,6
1512,JEEP,PATRIOT,SUV - SMALL,2.4,4,M,X,10.2,8.2,9.3,214,5
1513,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M,X,10.6,8.6,9.7,223,5
1514,JEEP,RENEGADE,SUV - SMALL,1.4,4,M,X,9.9,7.5,8.8,202,6
1515,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,X,10.8,7.7,9.4,216,9
1516,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,E,14.2,9.9,12.2,195,9
1517,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M,X,9.9,7.5,8.8,202,6
1518,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A,X,11.2,8.0,9.8,225,9
1519,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A,X,14.1,11.1,12.8,294,5
1520,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M,X,14.2,11.0,12.8,294,6
1521,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A,X,14.8,11.7,13.4,308,5
1522,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M,X,15.0,11.4,13.4,308,6
1523,KIA,CADENZA,FULL-SIZE,3.3,6,AS,X,12.7,8.4,10.7,246,6
1524,KIA,FORTE,MID-SIZE,1.8,4,AS,X,8.8,6.1,7.6,175,6
1525,KIA,FORTE,MID-SIZE,1.8,4,M,X,9.3,6.3,7.9,182,6
1526,KIA,FORTE,MID-SIZE,2.0,4,AS,X,9.7,6.7,8.3,191,6
1527,KIA,FORTE,MID-SIZE,2.0,4,M,X,9.8,6.9,8.5,196,6
1528,KIA,FORTE 5,FULL-SIZE,1.6,4,AS,X,11.1,8.0,9.7,223,6
1529,KIA,FORTE 5,FULL-SIZE,2.0,4,AS,X,9.5,7.2,8.5,196,6
1530,KIA,FORTE 5,FULL-SIZE,2.0,4,M,X,9.7,6.9,8.4,193,6
1531,KIA,FORTE KOUP,COMPACT,1.6,4,AS,X,10.6,7.8,9.4,216,6
1532,KIA,FORTE KOUP,COMPACT,2.0,4,AS,X,9.7,7.1,8.6,198,6
1533,KIA,FORTE KOUP,COMPACT,2.0,4,M,X,10.0,7.4,8.8,202,6
1534,KIA,K900,FULL-SIZE,3.8,6,AS,X,13.3,8.9,11.3,260,8
1535,KIA,K900,FULL-SIZE,5.0,8,AS,Z,15.7,10.3,13.3,306,8
1536,KIA,OPTIMA,MID-SIZE,2.0,4,AS,X,11.7,7.7,9.9,228,6
1537,KIA,OPTIMA,MID-SIZE,2.4,4,AS,X,10.2,6.9,8.7,200,6
1538,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS,X,6.6,5.9,6.3,145,6
1539,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS,X,6.7,6.1,6.4,147,6
1540,KIA,RIO,COMPACT,1.6,4,AS,X,8.8,6.3,7.7,177,6
1541,KIA,RIO ECO,COMPACT,1.6,4,AS,X,8.5,6.3,7.6,175,6
1542,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS,X,10.6,7.6,9.3,214,6
1543,KIA,SEDONA,MINIVAN,3.3,6,AS,X,13.2,9.7,11.6,267,6
1544,KIA,SEDONA SX,MINIVAN,3.3,6,AS,X,12.9,9.5,11.4,262,6
1545,KIA,SEDONA SXL,MINIVAN,3.3,6,AS,X,14.2,10.5,12.5,288,6
1546,KIA,SORENTO,SUV - SMALL,2.4,4,AS,X,11.8,8.7,10.4,239,6
1547,KIA,SORENTO,SUV - SMALL,3.3,6,AS,X,12.7,9.0,11.1,255,6
1548,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS,X,12.2,9.4,10.9,251,6
1549,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS,X,13.4,10.0,11.8,271,6
1550,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS,X,9.8,7.8,8.9,205,6
1551,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS,X,10.1,7.7,9.0,207,6
1552,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,AS,X,9.7,7.7,8.8,202,6
1553,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS,X,11.4,8.3,10.0,230,6
1554,KIA,SPORTAGE,SUV - SMALL,2.4,4,M,X,12.9,9.2,11.3,260,6
1555,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS,X,12.6,9.7,11.3,260,6
1556,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS,X,12.0,9.1,10.7,246,6
1559,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM,Z,16.8,11.7,14.5,334,7
1561,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS,Z,16.2,12.1,14.3,329,8
1562,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS,Z,13.9,10.4,12.3,283,8
1563,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,347,8
1564,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,342,8
1565,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,347,8
1566,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,342,8
1567,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,223,9
1568,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,223,9
1569,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS,Z,14.0,10.5,12.4,285,8
1570,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,16.6,12.3,14.7,338,8
1571,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,24.0,16.6,20.7,331,8
1572,LEXUS,ES 300h,MID-SIZE,2.5,4,AV,X,5.8,6.1,5.9,136,6
1573,LEXUS,ES 350,MID-SIZE,3.5,6,AS,X,11.3,7.5,9.6,221,6
1574,LEXUS,GS 350,MID-SIZE,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1575,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1576,LEXUS,GS 450h,MID-SIZE,3.5,6,AV,Z,8.0,6.9,7.5,172,8
1577,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS,Z,15.7,11.7,13.9,320,6
1578,LEXUS,IS 250,COMPACT,2.5,6,AS,Z,11.1,7.8,9.6,221,6
1579,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS,Z,11.2,7.8,9.6,221,6
1580,LEXUS,IS 350,COMPACT,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1581,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1582,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS,Z,12.2,8.7,10.6,244,6
1583,LEXUS,LS 460,MID-SIZE,4.6,8,AS,Z,14.4,9.6,12.3,283,8
1584,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,297,8
1585,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,297,8
1586,LEXUS,LS 600h L,MID-SIZE,5.0,8,AV,Z,12.7,10.1,11.5,264,8
1587,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS,Z,19.0,13.6,16.6,382,6
1588,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS,Z,10.6,8.4,9.6,221,6
1589,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS,Z,10.8,8.8,9.9,228,6
1590,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV,X,7.1,7.7,7.4,170,6
1591,LEXUS,RC 350,SUBCOMPACT,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1592,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1593,LEXUS,RC F,SUBCOMPACT,5.0,8,AS,Z,15.2,9.5,12.6,290,8
1594,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV,Z,8.0,8.5,8.2,189,6
1595,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.4,9.0,10.9,251,6
1596,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,12.9,9.2,11.2,258,6
1597,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS,X,13.9,9.5,11.9,274,6
1598,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS,X,13.1,9.0,11.2,258,6
1599,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,14.6,10.4,12.8,294,6
1600,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS,X,11.5,8.4,10.1,232,6
1601,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A,X,14.1,10.0,12.2,281,6
1602,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS,X,13.7,10.3,12.1,278,6
1603,LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,10.5,7.0,8.9,205,6
1604,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS,X,13.1,9.2,11.3,260,6
1605,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS,X,16.2,11.8,14.2,327,6
1606,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS,X,16.1,12.3,14.4,331,6
1607,MASERATI,GHIBLI AWD,MID-SIZE,3.0,6,AS,Z,15.6,9.5,12.8,294,8
1608,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS,Z,18.2,11.6,15.2,350,6
1609,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS,Z,17.5,10.7,14.5,334,8
1610,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS,Z,15.7,9.7,13.0,299,8
1611,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS,X,9.9,7.9,9.0,207,6
1612,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS,X,14.3,10.6,12.7,292,6
1613,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS,X,8.2,5.9,7.2,166,6
1614,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M,X,9.3,6.4,8.0,184,6
1615,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS,X,8.0,5.9,7.0,161,6
1616,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M,X,8.2,5.9,7.1,163,6
1617,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS,X,8.2,6.0,7.2,166,6
1618,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M,X,9.2,6.6,8.1,186,6
1619,MAZDA,MAZDA5,MINIVAN,2.5,4,AS,X,10.7,8.2,9.6,221,5
1620,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS,X,8.8,6.1,7.6,175,6
1621,MAZDA,MX-5,TWO-SEATER,2.0,4,AS,Z,11.5,8.5,10.1,232,6
1622,MERCEDES-BENZ,B 250 4MATIC,STATION WAGON - SMALL,2.0,4,AS,Z,10.0,7.5,8.9,205,7
1623,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS,Z,10.9,7.5,9.4,216,7
1624,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS,Z,10.1,7.8,9.0,207,7
1625,MERCEDES-BENZ,C 400 4MATIC,COMPACT,3.0,6,AS,Z,11.1,8.4,9.9,228,7
1626,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS,Z,17.9,12.3,15.4,354,7
1627,MERCEDES-BENZ,CLA 250,SUBCOMPACT,2.0,4,AS,Z,9.4,6.4,8.1,186,7
1628,MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2.0,4,AS,Z,9.9,7.4,8.8,202,7
1629,MERCEDES-BENZ,CLA 45 AMG,COMPACT,2.0,4,AS,Z,10.2,7.7,9.1,209,7
1630,MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3.0,6,AS,Z,12.1,8.5,10.5,242,7
1631,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS,Z,14.5,10.1,12.5,288,7
1632,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS,Z,15.1,10.8,13.1,301,7
1633,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS,D,8.6,5.9,7.4,200,7
1634,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS,Z,11.9,8.2,10.2,235,7
1635,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,AS,Z,12.0,8.5,10.4,239,7
1636,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS,Z,12.4,8.8,10.8,248,7
1637,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,AS,Z,11.5,8.1,10.0,230,7
1638,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,AS,Z,11.8,8.3,10.2,235,7
1639,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS,Z,12.9,9.6,11.4,262,7
1640,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS,Z,13.7,9.2,11.7,269,7
1641,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS,Z,13.3,8.9,11.4,262,7
1642,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS,Z,15.3,10.8,13.3,306,7
1643,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS,Z,15.2,11.0,13.3,306,7
1646,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS,D,13.6,10.0,12.0,324,7
1647,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3.0,6,AS,Z,15.2,12.6,14.0,322,7
1648,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,17.5,13.2,15.6,359,7
1649,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS,Z,18.2,14.0,16.3,375,7
1650,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS,Z,9.8,7.4,8.7,200,7
1651,MERCEDES-BENZ,GLA 45 AMG 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AS,Z,10.5,8.1,9.4,216,7
1652,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS,D,9.6,7.0,8.5,230,7
1653,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS,Z,12.6,9.6,11.2,258,7
1654,MERCEDES-BENZ,ML 400 4MATIC,SUV - STANDARD,3.0,6,AS,Z,13.3,10.4,12.0,276,7
1655,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,16.3,11.8,14.2,327,7
1656,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.3,13.5,15.6,359,7
1657,MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6,AS,Z,12.6,8.6,10.8,248,7
1658,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS,Z,14.4,9.8,12.3,283,7
1659,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS,Z,14.8,9.8,12.5,288,7
1660,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS,Z,14.7,9.1,12.2,281,7
1661,MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS,Z,18.1,11.0,14.9,343,7
1662,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.7,10.1,13.2,304,7
1663,MERCEDES-BENZ,S 63 AMG COUPE,COMPACT,5.5,8,AS,Z,15.7,10.1,13.2,304,7
1664,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6.0,12,AS,Z,18.5,11.8,15.5,357,7
1665,MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6.0,12,AS,Z,18.0,11.3,15.0,345,7
1666,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS,Z,13.8,9.5,11.9,274,7
1667,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS,Z,14.7,9.5,12.4,285,7
1668,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6.0,12,AS,Z,16.7,11.2,14.2,327,7
1669,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS,Z,10.4,7.2,9.0,207,7
1670,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M,Z,10.4,7.2,9.0,207,6
1671,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS,Z,12.4,8.5,10.6,244,7
1672,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AM,Z,18.1,12.6,15.6,359,7
1673,MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,6.2,8,AM,Z,18.1,12.6,15.6,359,7
1674,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.5,6.3,7.5,172,6
1675,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M,Z,8.1,5.9,7.1,163,6
1676,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS,Z,8.5,6.3,7.5,172,6
1677,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M,Z,8.2,5.9,7.2,166,6
1678,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,AS,Z,8.6,6.5,7.7,177,6
1679,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,8.4,6.4,7.5,172,6
1680,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,AS,Z,9.4,7.9,8.7,200,6
1681,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M,Z,8.4,6.4,7.5,172,6
1682,MINI,COOPER COUPE,TWO-SEATER,1.6,4,AS,Z,8.5,6.5,7.6,175,6
1683,MINI,COOPER PACEMAN,COMPACT,1.6,4,AS,Z,9.4,7.9,8.7,200,6
1684,MINI,COOPER PACEMAN,COMPACT,1.6,4,M,Z,8.4,6.4,7.5,172,6
1685,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,AS,Z,8.6,6.5,7.7,177,6
1686,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M,Z,8.4,6.4,7.5,172,6
1687,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.2,7.0,8.2,189,6
1688,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M,Z,10.0,7.0,8.6,198,6
1689,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS,Z,9.2,7.0,8.2,189,6
1690,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M,Z,10.0,7.0,8.6,198,6
1691,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,AS,Z,9.2,6.8,8.1,186,6
1692,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,9.1,6.8,8.1,186,6
1693,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS,Z,10.1,7.8,9.0,207,6
1694,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.5,7.7,8.7,200,6
1695,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,AS,Z,9.2,6.8,8.1,186,6
1696,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M,Z,9.1,6.8,8.1,186,6
1697,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS,Z,10.1,7.8,9.0,207,6
1698,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.5,7.7,8.7,200,6
1699,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,AS,Z,9.2,6.8,8.1,186,6
1700,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M,Z,9.1,6.8,8.1,186,6
1701,MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,AS,Z,9.3,7.3,8.4,193,6
