,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Number of Gears
725,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AS,Z,9.2,6.6,8.0,184,7.0
726,MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS,Z,10.9,7.5,9.4,216,7.0
727,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS,Z,11.0,7.4,9.4,216,7.0
728,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS,Z,12.2,8.5,10.5,242,7.0
729,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS,E,16.4,11.1,14.0,224,7.0
730,MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS,Z,12.0,8.6,10.5,242,7.0
731,MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS,Z,11.9,8.6,10.4,239,7.0
732,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS,Z,12.1,8.7,10.6,244,7.0
733,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS,Z,12.1,8.6,10.5,242,7.0
734,MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS,Z,17.7,11.9,15.1,347,7.0
735,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS,Z,17.9,12.2,15.3,352,7.0
736,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS,Z,15.4,10.4,13.2,304,7.0
737,MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS,Z,15.4,11.0,13.4,308,7.0
738,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS,Z,9.1,6.2,7.8,179,7.0
739,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2.0,4,AS,Z,10.3,7.8,9.2,212,7.0
740,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS,Z,13.3,9.4,11.5,264,7.0
741,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS,Z,15.1,10.7,13.1,301,7.0
742,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS,Z,15.1,10.7,13.1,301,7.0
743,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS,D,8.5,5.7,7.2,194,7.0
744,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS,Z,11.8,8.2,10.2,235,7.0
745,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS,Z,11.6,8.1,10.0,230,7.0
746,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS,Z,11.9,8.5,10.4,239,7.0
747,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS,Z,12.1,8.6,10.5,242,7.0
748,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS,Z,12.0,8.5,10.4,239,7.0
749,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS,Z,11.9,8.2,10.2,235,7.0
750,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS,Z,9.6,7.9,8.8,202,7.0
751,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS,Z,13.6,9.1,11.6,267,7.0
752,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS,Z,13.7,9.3,11.7,269,7.0
753,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS,Z,13.4,8.9,11.4,262,7.0
754,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS,Z,15.0,10.3,12.9,297,7.0
755,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS,Z,15.5,11.0,13.5,310,7.0
756,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS,Z,15.0,10.3,12.9,297,7.0
757,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS,Z,15.5,11.0,13.5,310,7.0
760,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS,D,13.4,10.2,12.0,324,7.0
761,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS,Z,17.1,12.8,15.2,350,7.0
762,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,17.6,13.1,15.6,359,7.0
763,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS,Z,17.7,13.4,15.8,363,7.0
764,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS,D,9.6,7.1,8.5,230,7.0
765,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS,Z,12.6,9.6,11.3,260,7.0
766,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS,Z,13.4,10.5,12.1,278,7.0
767,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS,E,17.8,13.8,16.0,256,7.0
768,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS,D,11.8,8.5,10.3,278,7.0
769,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS,Z,16.2,11.8,14.2,327,7.0
770,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS,Z,17.2,13.5,15.5,356,7.0
771,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS,Z,14.3,9.5,12.1,278,7.0
772,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS,Z,14.2,9.4,12.0,276,7.0
773,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS,Z,15.6,10.3,13.2,304,7.0
774,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS,Z,13.4,9.6,11.7,269,7.0
775,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS,Z,14.8,10.2,12.7,292,7.0
776,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6.0,8,AS,Z,16.7,11.2,14.2,327,7.0
777,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS,Z,10.3,7.2,8.9,205,7.0
778,MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M,Z,10.4,7.3,9.0,207,6.0
779,MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS,Z,11.1,8.1,9.8,225,7.0
780,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS,Z,12.3,8.7,10.7,246,7.0
781,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS,Z,18.7,13.9,16.5,380,7.0
782,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS,Z,18.2,12.6,15.7,361,7.0
783,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS,Z,18.2,12.6,15.7,361,7.0
784,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A,Z,8.7,6.6,7.8,179,6.0
785,MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M,Z,8.6,6.8,7.8,179,6.0
786,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A,Z,8.7,6.6,7.8,179,6.0
787,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,8.6,6.8,7.8,179,6.0
788,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A,Z,9.4,7.9,8.7,200,6.0
789,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M,Z,8.6,6.8,7.8,179,6.0
790,MINI,COOPER COUPE,TWO-SEATER,1.6,4,A,Z,8.5,6.6,7.6,175,6.0
791,MINI,COOPER COUPE,TWO-SEATER,1.6,4,M,Z,8.0,6.4,7.3,168,6.0
792,MINI,COOPER PACEMAN,COMPACT,1.6,4,A,Z,9.4,7.9,8.7,200,6.0
793,MINI,COOPER PACEMAN,COMPACT,1.6,4,M,Z,8.6,6.8,7.8,179,6.0
794,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A,Z,8.7,6.6,7.8,179,6.0
795,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M,Z,8.6,6.8,7.8,179,6.0
796,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
797,MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
798,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
799,MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
800,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A,Z,10.0,7.8,9.0,207,6.0
801,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.3,7.5,8.5,196,6.0
802,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
803,MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
804,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A,Z,10.0,7.8,9.0,207,6.0
805,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.3,7.5,8.5,196,6.0
806,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
807,MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
808,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
809,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
810,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
811,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
812,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A,Z,10.0,7.8,9.0,207,6.0
813,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M,Z,9.3,7.5,8.5,196,6.0
814,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
815,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
816,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A,Z,10.0,7.8,9.0,207,6.0
817,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M,Z,9.3,7.5,8.5,196,6.0
818,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A,Z,9.3,7.0,8.3,191,6.0
819,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M,Z,9.1,6.7,8.0,184,6.0
820,MITSUBISHI,LANCER,COMPACT,2.0,4,AV,X,9.2,7.0,8.2,189,6.0
821,MITSUBISHI,LANCER,COMPACT,2.0,4,M,X,9.6,6.8,8.3,191,5.0
822,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV,X,10.5,8.2,9.5,218,6.0
823,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,AM,Z,14.2,10.5,12.5,288,6.0
824,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M,Z,14.0,10.3,12.3,283,5.0
825,MITSUBISHI,LANCER RALLIART,COMPACT,2.0,4,AM,Z,13.4,9.4,11.6,267,6.0
826,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV,X,9.6,7.3,8.6,198,6.0
827,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M,X,9.8,7.1,8.6,198,5.0
828,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6.0,138,
829,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M,X,7.0,5.6,6.4,147,5.0
830,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,198,6.0
831,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV,X,9.9,8.1,9.1,209,6.0
832,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS,Z,11.5,8.5,10.2,235,6.0
833,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV,X,9.6,7.6,8.7,200,6.0
834,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M,X,9.9,7.5,8.8,202,5.0
835,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV,X,9.8,8.0,9.0,207,6.0
836,NISSAN,370Z,TWO-SEATER,3.7,6,AS,Z,12.6,9.1,11.0,253,7.0
837,NISSAN,370Z,TWO-SEATER,3.7,6,M,Z,13.3,9.3,11.5,264,6.0
838,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS,Z,13.0,9.5,11.4,262,7.0
839,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M,Z,13.5,9.6,11.7,269,6.0
840,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,175,
841,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,214,
842,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A,X,19.1,13.4,16.5,380,5.0
843,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A,X,13.7,10.6,12.3,283,5.0
844,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,10.2,11.3,260,5.0
845,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A,X,14.7,10.2,12.7,292,5.0
846,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A,X,15.7,11.2,13.7,315,5.0
847,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M,X,14.8,11.0,13.1,301,6.0
848,NISSAN,GT-R,SUBCOMPACT,3.8,6,AM,Z,14.5,10.9,12.9,297,6.0
849,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,186,
850,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M,Z,9.5,7.6,8.6,198,6.0
851,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.7,200,
852,NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,251,
853,NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,271,
854,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,10.0,8.5,9.3,214,
855,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.0,8.9,10.6,244,
856,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11.0,253,
857,NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,202,
858,NISSAN,QUEST,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,255,
859,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,191,
860,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.5,7.4,8.6,198,
861,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,7.8,6.0,7.0,161,
862,NISSAN,SENTRA,MID-SIZE,1.8,4,M,X,8.7,6.6,7.8,179,6.0
863,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A,X,17.9,12.8,15.6,359,5.0
864,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A,X,19.7,14.3,17.3,398,5.0
865,NISSAN,VERSA,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,152,
866,NISSAN,VERSA,COMPACT,1.6,4,M,X,8.6,6.5,7.7,177,5.0
867,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,A,X,16.1,11.9,14.2,327,5.0
868,NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M,X,15.2,11.9,13.7,315,6.0
869,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM,Z,11.6,8.3,10.1,232,7.0
870,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M,Z,12.5,8.6,10.7,246,7.0
871,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM,Z,11.8,8.5,10.3,237,7.0
872,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,M,Z,12.4,8.6,10.7,246,7.0
873,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,AM,Z,12.0,8.7,10.5,242,7.0
874,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M,Z,12.6,9.0,11.0,253,7.0
875,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM,Z,12.3,8.9,10.8,248,7.0
876,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M,Z,12.8,8.9,11.0,253,7.0
877,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.7,9.0,11.0,253,7.0
878,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.8,6,M,Z,12.9,9.1,11.2,258,7.0
879,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM,Z,11.6,8.3,10.1,232,7.0
880,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M,Z,12.4,8.6,10.7,246,7.0
881,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM,Z,12.1,8.7,10.6,244,7.0
882,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M,Z,12.6,8.6,10.8,248,7.0
883,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM,Z,12.4,8.7,10.7,246,7.0
884,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M,Z,12.6,8.8,10.9,251,7.0
885,PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM,Z,16.0,11.5,14.0,322,7.0
886,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM,Z,13.7,9.6,11.9,274,7.0
887,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM,Z,13.7,9.6,11.9,274,7.0
888,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM,Z,13.7,9.6,11.9,274,7.0
889,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM,Z,13.7,9.6,11.9,274,7.0
890,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM,Z,10.7,7.4,9.2,212,7.0
891,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M,Z,11.5,7.9,9.9,228,6.0
892,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM,Z,11.3,7.9,9.8,225,7.0
893,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M,Z,11.9,8.6,10.4,239,6.0
894,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A,Z,14.1,10.2,12.4,290,8.0
895,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M,Z,15.8,10.9,13.6,313,6.0
896,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A,D,11.8,8.1,10.2,277,8.0
897,PORSCHE,CAYENNE GTS,SUV - STANDARD,4.8,8,A,Z,16.7,11.5,14.4,338,8.0
898,PORSCHE,CAYENNE S,SUV - STANDARD,4.8,8,A,Z,15.5,10.7,13.2,310,8.0
899,PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3.0,6,A,Z,11.8,9.9,10.9,251,8.0
900,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A,Z,16.3,11.0,13.9,326,8.0
901,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,A,Z,18.0,11.9,15.2,358,8.0
902,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM,Z,10.7,7.4,9.2,212,7.0
903,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M,Z,11.5,7.9,9.9,228,6.0
904,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM,Z,11.3,7.9,9.8,225,7.0
905,PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M,Z,11.9,8.6,10.4,239,6.0
906,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM,Z,12.9,8.4,10.9,251,7.0
907,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM,Z,13.1,8.7,11.1,255,7.0
908,PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM,Z,13.4,8.8,11.3,260,7.0
909,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM,Z,13.7,8.9,11.5,264,7.0
910,PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM,Z,15.1,9.7,12.7,292,7.0
911,PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM,Z,13.4,8.8,11.3,260,7.0
912,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM,Z,15.3,9.7,12.8,294,7.0
913,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM,Z,15.4,9.8,12.9,297,7.0
914,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,17.1,12.0,14.8,340,6.0
915,RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,15.8,10.9,13.6,313,8.0
916,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,17.6,12.7,15.4,354,6.0
917,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A,X,16.3,11.5,14.1,324,8.0
918,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,12.1,8.8,10.6,286,8.0
919,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,14.6,10.1,12.6,290,8.0
920,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,20.5,14.5,17.8,285,8.0
921,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A,D,11.6,8.4,10.2,275,8.0
922,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,X,13.9,9.5,11.9,274,8.0
923,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A,E,19.4,13.6,16.8,269,8.0
924,RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A,X,12.9,9.3,11.3,260,8.0
925,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A,X,13.3,9.1,11.4,262,6.0
926,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A,E,18.6,12.7,15.9,254,6.0
927,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,A,Z,19.1,12.3,16.0,368,8.0
928,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,A,Z,19.1,12.3,16.0,368,8.0
929,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,A,Z,20.7,12.8,17.1,393,8.0
930,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,A,Z,20.7,12.8,17.1,393,8.0
931,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,A,Z,20.7,12.7,17.1,393,8.0
932,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,A,Z,20.7,12.7,17.1,393,8.0
933,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A,Z,18.7,11.8,15.6,359,8.0
934,SCION,FR-S,MINICOMPACT,2.0,4,AS,Z,9.6,7.0,8.4,193,6.0
935,SCION,FR-S,MINICOMPACT,2.0,4,M,Z,10.9,7.8,9.5,218,6.0
936,SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.6,5.7,6.2,143,
937,SCION,tC,COMPACT,2.5,4,AS,X,10.2,7.5,9.0,207,6.0
938,SCION,tC,COMPACT,2.5,4,M,X,10.2,7.6,9.0,207,6.0
939,SCION,xB,STATION WAGON - SMALL,2.4,4,AS,X,10.9,8.6,9.9,228,4.0
940,SCION,xB,STATION WAGON - SMALL,2.4,4,M,X,10.9,8.6,9.9,228,5.0
941,SCION,xD,SUBCOMPACT,1.8,4,A,X,8.8,7.1,8.0,184,4.0
942,SCION,xD,SUBCOMPACT,1.8,4,M,X,8.6,7.1,7.9,182,5.0
943,SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AM,Z,6.9,5.7,6.4,147,5.0
944,SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM,Z,6.9,5.7,6.4,147,5.0
945,SRT,VIPER COUPE,TWO-SEATER,8.4,10,M,Z,20.0,13.0,16.9,389,6.0
946,SRT,VIPER GTS COUPE,TWO-SEATER,8.4,10,M,Z,20.0,13.0,16.9,389,6.0
947,SUBARU,BRZ,MINICOMPACT,2.0,4,AS,Z,9.6,7.1,8.5,196,6.0
948,SUBARU,BRZ,MINICOMPACT,2.0,4,M,Z,11.0,7.9,9.6,221,6.0
949,SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV,Z,10.2,8.6,9.5,218,
950,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,198,
951,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M,X,10.9,8.3,9.7,223,6.0
952,SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV,X,8.7,6.6,7.8,179,
953,SUBARU,IMPREZA AWD,COMPACT,2.0,4,M,X,9.6,7.1,8.5,196,5.0
954,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M,Z,12.6,9.5,11.2,258,5.0
955,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M,Z,14.2,10.4,12.5,288,6.0
956,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV,X,8.7,6.6,7.8,179,
957,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M,X,9.6,7.1,8.5,196,5.0
958,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M,Z,12.6,9.5,11.2,258,5.0
959,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M,Z,14.2,10.4,12.5,288,6.0
960,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV,X,9.7,7.3,8.6,198,
961,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M,X,11.3,8.2,9.9,228,6.0
962,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AS,X,13.3,9.5,11.6,267,5.0
