,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),Number of Gears
1477,FORD,FIESTA,SUBCOMPACT,1.6,4,AS,X,8.7,6.4,7.6,175,6
1478,FORD,FIESTA,SUBCOMPACT,1.6,4,M,X,8.5,6.5,7.6,175,5
1479,FORD,FIESTA SFE,SUBCOMPACT,1.0,3,M,X,7.5,5.5,6.6,152,5
1480,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS,X,8.4,6.2,7.4,170,6
1481,FORD,FIESTA ST,SUBCOMPACT,1.6,4,M,X,8.9,6.8,8.0,184,6
1482,FORD,FLEX,SUV - STANDARD,3.5,6,AS,X,13.3,9.5,11.6,267,6
1483,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS,X,13.7,10.1,12.1,278,6
1484,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS,X,14.6,10.4,12.8,294,6
1485,FORD,FOCUS,COMPACT,1.0,3,M,X,8.1,5.9,7.1,163,6
1486,FORD,FOCUS,COMPACT,2.0,4,M,X,10.2,7.3,8.9,205,6
1487,FORD,FOCUS FFV,COMPACT,2.0,4,AM,X,8.9,6.2,7.7,177,6
1488,FORD,FOCUS FFV,COMPACT,2.0,4,AM,E,11.9,8.5,10.4,166,6
1489,FORD,FOCUS FFV,COMPACT,2.0,4,AS,X,9.1,6.3,7.8,179,6
1490,FORD,FOCUS FFV,COMPACT,2.0,4,AS,E,12.2,8.6,10.6,170,6
1491,FORD,FOCUS FFV,COMPACT,2.0,4,M,X,9.3,6.7,8.1,186,5
1492,FORD,FOCUS FFV,COMPACT,2.0,4,M,E,12.4,9.1,10.9,174,5
1493,FORD,FUSION,MID-SIZE,1.5,4,AS,X,9.9,6.5,8.4,193,6
1494,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS,X,9.4,6.3,8.0,184,6
1495,FORD,FUSION,MID-SIZE,2.0,4,AS,X,10.5,7.0,8.9,205,6
1496,FORD,FUSION,MID-SIZE,2.5,4,AS,X,10.6,7.0,8.9,205,6
1497,FORD,FUSION AWD,MID-SIZE,2.0,4,AS,X,10.8,7.5,9.3,214,6
1499,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS,X,11.0,7.4,9.4,216,6
1500,FORD,MUSTANG,SUBCOMPACT,2.3,4,M,X,10.6,7.5,9.2,212,6
1501,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS,X,12.6,8.5,10.7,246,6
1502,FORD,MUSTANG,SUBCOMPACT,3.7,6,M,X,13.5,8.3,11.2,258,6
1503,FORD,MUSTANG,SUBCOMPACT,5.0,8,AS,X,14.9,9.5,12.4,285,6
1504,FORD,MUSTANG,SUBCOMPACT,5.0,8,M,X,15.2,9.3,12.5,288,6
1505,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS,X,11.6,7.9,9.9,228,6
1506,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS,X,15.4,10.0,13.0,299,6
1507,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS,X,16.6,12.5,14.7,338,6
1508,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS,X,16.6,12.6,14.8,340,6
1509,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS,E,22.1,16.7,19.7,315,6
1510,FORD,TAURUS,FULL-SIZE,2.0,4,AS,X,10.5,7.4,9.1,209,6
1511,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS,X,13.9,9.5,11.9,274,6
1512,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS,X,12.2,8.2,10.4,239,6
1513,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS,E,17.4,11.3,14.7,235,6
1514,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS,X,13.0,9.1,11.3,260,6
1515,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS,E,18.8,12.6,16.0,256,6
1516,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,1.6,4,AS,X,10.6,7.9,9.4,216,6
1517,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,11.3,8.2,9.9,228,6
1518,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,11.7,8.4,10.2,235,6
1519,FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS,X,12.0,8.5,10.4,239,6
1520,GMC,ACADIA,SUV - STANDARD,3.6,6,A,X,14.2,9.9,12.3,283,6
1521,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A,X,14.6,10.2,12.6,290,6
1522,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A,X,11.9,8.8,10.5,242,6
1523,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M,X,12.2,9.1,10.8,248,6
1524,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A,X,13.0,9.2,11.3,260,6
1525,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A,X,12.7,9.5,11.3,260,6
1526,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A,X,13.5,9.8,11.8,271,6
1527,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A,X,21.0,14.2,18.0,414,6
1528,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A,X,22.0,14.9,18.8,432,6
1529,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A,X,22.0,14.9,18.8,432,6
1530,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A,E,30.3,20.5,25.9,414,6
1531,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A,X,21.3,14.3,18.1,416,6
1532,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A,X,22.2,15.1,19.0,437,6
1533,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A,X,22.2,15.1,19.0,437,6
1534,GMC,SAVANA 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A,E,30.6,20.6,26.1,418,6
1535,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A,X,13.4,9.9,11.9,274,6
1536,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A,E,19.3,14.3,17.1,274,6
1538,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A,E,19.9,13.8,17.2,275,6
1539,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.1,11.4,14.0,322,8
1540,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,X,14.1,10.6,12.5,288,6
1541,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A,E,20.3,15.2,18.0,288,6
1542,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,X,14.9,10.7,13.0,299,6
1543,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A,E,20.2,14.3,17.5,280,6
1544,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A,Z,16.3,11.6,14.2,327,8
1546,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A,X,10.5,7.3,9.1,209,6
1547,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A,E,15.6,10.8,13.4,214,6
1548,GMC,TERRAIN,SUV - SMALL,3.6,6,A,X,14.2,9.5,12.1,278,6
1551,GMC,YUKON,SUV - STANDARD,5.3,8,A,X,14.9,10.1,12.7,292,6
1552,GMC,YUKON,SUV - STANDARD,5.3,8,A,E,20.2,13.6,17.2,275,6
1553,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A,X,15.1,10.4,13.0,299,6
1554,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A,E,20.5,14.0,17.6,282,6
1555,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A,Z,16.2,11.4,14.0,322,6
1556,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A,Z,15.9,11.1,13.8,317,8
1557,GMC,YUKON XL,SUV - STANDARD,5.3,8,A,X,14.9,10.1,12.7,292,6
1558,GMC,YUKON XL,SUV - STANDARD,5.3,8,A,E,20.2,13.6,17.2,275,6
1559,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A,X,15.4,10.8,13.3,306,6
1560,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A,E,22.1,15.4,19.1,306,6
1561,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A,Z,16.8,11.7,14.5,334,6
1562,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A,Z,16.4,11.7,14.3,329,8
1564,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9.0,6.7,8.0,184,7
1567,HONDA,ACCORD,MID-SIZE,3.5,6,AS,X,11.4,7.3,9.5,219,6
1572,HONDA,CIVIC,COMPACT,1.8,4,M,X,8.6,6.6,7.7,177,5
1573,HONDA,CIVIC Si,COMPACT,2.4,4,M,Z,10.8,7.6,9.4,216,6
1580,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.3,6.1,6.8,156,7
1581,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M,X,8.1,6.4,7.3,168,6
1583,HONDA,PILOT,SUV - SMALL,3.5,6,A,X,13.3,9.3,11.5,264,5
1584,HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A,X,13.8,9.7,12.0,276,5
1585,HYUNDAI,ACCENT,COMPACT,1.6,4,AS,X,8.9,6.3,7.7,177,6
1586,HYUNDAI,ACCENT,COMPACT,1.6,4,M,X,8.7,6.3,7.6,175,6
1587,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS,X,8.5,6.3,7.5,172,6
1588,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M,X,8.8,6.4,7.7,177,6
1589,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS,X,9.7,6.7,8.3,191,6
1590,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M,X,9.8,7.0,8.5,196,6
1591,HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,AS,X,9.6,6.8,8.3,191,6
1592,HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,M,X,9.7,6.7,8.3,191,6
1593,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS,X,9.7,7.2,8.6,198,6
1594,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M,X,9.8,6.9,8.5,196,6
1595,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS,Z,15.8,10.2,13.3,306,8
1596,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS,X,14.4,9.4,12.1,278,8
1597,HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS,Z,17.3,10.5,14.2,327,8
1598,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS,Z,14.6,9.6,12.3,283,8
1599,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M,Z,14.4,9.9,12.4,285,6
1600,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS,X,12.9,9.4,11.3,260,6
1601,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS,X,13.0,9.7,11.5,264,6
1602,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS,X,11.7,8.7,10.3,237,6
1603,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS,X,12.9,9.8,11.5,264,6
1604,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS,X,12.5,9.3,11.1,255,6
1605,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS,X,13.9,10.8,12.5,287,6
1606,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS,X,10.4,7.4,9.1,209,6
1607,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS,X,9.8,6.7,8.4,193,6
1608,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS,X,9.8,6.7,8.4,193,6
1609,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS,X,6.6,5.9,6.3,145,6
1611,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS,X,10.2,8.2,9.3,214,6
1612,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M,X,11.4,8.5,10.1,232,6
1613,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS,X,11.3,8.3,10.0,230,6
1614,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS,X,11.4,9.3,10.4,239,6
1615,HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4,AS,X,11.6,9.3,10.6,244,6
1617,HYUNDAI,VELOSTER,COMPACT,1.6,4,M,X,9.0,6.7,8.0,184,6
1618,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS,X,9.9,7.6,8.8,202,6
1619,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M,X,9.7,7.0,8.5,196,6
1620,INFINITI,Q50,MID-SIZE,3.7,6,AS,Z,12.0,8.1,10.3,237,7
1621,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS,Z,12.5,8.7,10.8,248,7
1624,INFINITI,Q60,SUBCOMPACT,3.7,6,AS,Z,12.4,8.7,10.7,246,7
1625,INFINITI,Q60,SUBCOMPACT,3.7,6,M,Z,13.6,9.3,11.6,267,6
1626,INFINITI,Q60 AWD,SUBCOMPACT,3.7,6,AS,Z,13.3,9.4,11.5,264,7
1630,INFINITI,Q70,MID-SIZE,5.6,8,AS,Z,14.8,9.5,12.4,285,7
1632,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS,Z,15.0,10.2,12.9,297,7
1633,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS,Z,8.0,6.9,7.5,172,7
1634,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS,Z,13.7,9.7,11.9,274,7
1635,INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.4,8.5,10.1,232,7
1636,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.2,8.9,10.7,246,7
1637,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.9,8.4,8.7,200,7
1638,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS,Z,14.6,10.7,12.8,294,7
1639,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS,Z,16.9,11.9,14.7,338,7
1641,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS,Z,11.8,8.4,10.3,237,8
1643,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS,Z,12.2,8.7,10.6,244,8
1644,JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS,Z,15.0,10.2,12.8,294,8
1647,JAGUAR,XF AWD,MID-SIZE,3.0,6,AS,Z,13.9,8.8,11.6,267,8
1648,JAGUAR,XFR,MID-SIZE,5.0,8,AS,Z,15.7,10.3,13.2,304,8
1650,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS,Z,15.7,10.3,13.2,304,8
1654,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS,Z,14.7,9.6,12.5,288,8
1659,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS,Z,15.9,10.9,13.6,313,6
1660,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS,Z,15.6,10.9,13.4,308,6
1661,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS,Z,15.9,10.9,13.6,313,6
1662,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS,Z,15.6,10.9,13.4,308,6
1664,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A,X,10.9,7.7,9.5,218,9
1665,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A,E,15.2,10.2,12.9,206,9
1666,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A,X,11.4,8.1,9.9,228,9
1668,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A,X,11.3,8.3,10.0,230,9
1669,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A,E,15.9,11.0,13.7,219,9
1670,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A,X,11.6,8.5,10.2,235,9
1672,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A,X,12.6,8.9,10.9,251,9
1674,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A,X,12.2,9.0,10.8,248,9
1676,JEEP,COMPASS,SUV - SMALL,2.0,4,M,X,10.2,7.8,9.2,212,5
1677,JEEP,COMPASS,SUV - SMALL,2.4,4,A,X,11.2,8.6,10.0,230,6
1678,JEEP,COMPASS,SUV - SMALL,2.4,4,M,X,10.2,8.2,9.3,214,5
1680,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M,X,10.6,8.6,9.7,223,5
1685,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A,X,17.3,11.5,14.7,338,8
1688,JEEP,PATRIOT,SUV - SMALL,2.0,4,M,X,10.2,7.8,9.2,212,5
1689,JEEP,PATRIOT,SUV - SMALL,2.4,4,A,X,11.2,8.6,10.0,230,6
1690,JEEP,PATRIOT,SUV - SMALL,2.4,4,M,X,10.2,8.2,9.3,214,5
1692,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M,X,10.6,8.6,9.7,223,5
1694,JEEP,RENEGADE,SUV - SMALL,1.4,4,M,X,9.9,7.5,8.8,202,6
1695,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,X,10.8,7.7,9.4,216,9
1696,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A,E,14.2,9.9,12.2,195,9
1697,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M,X,9.9,7.5,8.8,202,6
1698,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A,X,11.2,8.0,9.8,225,9
1699,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A,X,14.1,11.1,12.8,294,5
1700,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M,X,14.2,11.0,12.8,294,6
1701,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A,X,14.8,11.7,13.4,308,5
1702,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M,X,15.0,11.4,13.4,308,6
1703,KIA,CADENZA,FULL-SIZE,3.3,6,AS,X,12.7,8.4,10.7,246,6
1704,KIA,FORTE,MID-SIZE,1.8,4,AS,X,8.8,6.1,7.6,175,6
1705,KIA,FORTE,MID-SIZE,1.8,4,M,X,9.3,6.3,7.9,182,6
1706,KIA,FORTE,MID-SIZE,2.0,4,AS,X,9.7,6.7,8.3,191,6
1707,KIA,FORTE,MID-SIZE,2.0,4,M,X,9.8,6.9,8.5,196,6
1708,KIA,FORTE 5,FULL-SIZE,1.6,4,AS,X,11.1,8.0,9.7,223,6
1710,KIA,FORTE 5,FULL-SIZE,2.0,4,AS,X,9.5,7.2,8.5,196,6
1711,KIA,FORTE 5,FULL-SIZE,2.0,4,M,X,9.7,6.9,8.4,193,6
1712,KIA,FORTE KOUP,COMPACT,1.6,4,AS,X,10.6,7.8,9.4,216,6
1714,KIA,FORTE KOUP,COMPACT,2.0,4,AS,X,9.7,7.1,8.6,198,6
1715,KIA,FORTE KOUP,COMPACT,2.0,4,M,X,10.0,7.4,8.8,202,6
1716,KIA,K900,FULL-SIZE,3.8,6,AS,X,13.3,8.9,11.3,260,8
1717,KIA,K900,FULL-SIZE,5.0,8,AS,Z,15.7,10.3,13.3,306,8
1718,KIA,OPTIMA,MID-SIZE,2.0,4,AS,X,11.7,7.7,9.9,228,6
1719,KIA,OPTIMA,MID-SIZE,2.4,4,AS,X,10.2,6.9,8.7,200,6
1720,KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS,X,6.6,5.9,6.3,145,6
1721,KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS,X,6.7,6.1,6.4,147,6
1722,KIA,RIO,COMPACT,1.6,4,AS,X,8.8,6.3,7.7,177,6
1724,KIA,RIO ECO,COMPACT,1.6,4,AS,X,8.5,6.3,7.6,175,6
1725,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS,X,10.6,7.6,9.3,214,6
1727,KIA,SEDONA,MINIVAN,3.3,6,AS,X,13.2,9.7,11.6,267,6
1728,KIA,SEDONA SX,MINIVAN,3.3,6,AS,X,12.9,9.5,11.4,262,6
1729,KIA,SEDONA SXL,MINIVAN,3.3,6,AS,X,14.2,10.5,12.5,288,6
1730,KIA,SORENTO,SUV - SMALL,2.4,4,AS,X,11.8,8.7,10.4,239,6
1731,KIA,SORENTO,SUV - SMALL,3.3,6,AS,X,12.7,9.0,11.1,255,6
1732,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS,X,12.2,9.4,10.9,251,6
1733,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS,X,13.4,10.0,11.8,271,6
1734,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS,X,9.8,7.8,8.9,205,6
1736,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS,X,10.1,7.7,9.0,207,6
1737,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,AS,X,9.7,7.7,8.8,202,6
1738,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS,X,11.4,8.3,10.0,230,6
1739,KIA,SPORTAGE,SUV - SMALL,2.4,4,M,X,12.9,9.2,11.3,260,6
1740,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS,X,12.6,9.7,11.3,260,6
1741,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS,X,12.0,9.1,10.7,246,6
1742,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM,Z,22.2,12.7,17.9,412,7
1743,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM,Z,24.0,14.5,19.7,453,7
1744,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM,Z,16.8,11.7,14.5,334,7
1745,LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM,Z,22.1,13.9,18.4,423,7
1747,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS,Z,16.2,12.1,14.3,329,8
1748,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS,Z,13.9,10.4,12.3,283,8
1749,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,347,8
1750,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,342,8
1751,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,Z,17.2,12.5,15.1,347,8
1752,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5.0,8,AS,E,25.0,16.9,21.4,342,8
1753,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,223,9
1754,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS,Z,11.3,7.9,9.7,223,9
1755,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS,Z,14.0,10.5,12.4,285,8
1756,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,Z,16.6,12.3,14.7,338,8
1757,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS,E,24.0,16.6,20.7,331,8
1759,LEXUS,ES 300h,MID-SIZE,2.5,4,AV,X,5.8,6.1,5.9,136,6
1760,LEXUS,ES 350,MID-SIZE,3.5,6,AS,X,11.3,7.5,9.6,221,6
1761,LEXUS,GS 350,MID-SIZE,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1762,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1763,LEXUS,GS 450h,MID-SIZE,3.5,6,AV,Z,8.0,6.9,7.5,172,8
1764,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS,Z,15.7,11.7,13.9,320,6
1765,LEXUS,IS 250,COMPACT,2.5,6,AS,Z,11.1,7.8,9.6,221,6
1767,LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS,Z,11.2,7.8,9.6,221,6
1768,LEXUS,IS 350,COMPACT,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1769,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1770,LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS,Z,12.2,8.7,10.6,244,6
1771,LEXUS,LS 460,MID-SIZE,4.6,8,AS,Z,14.4,9.6,12.3,283,8
1772,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,297,8
1773,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS,Z,15.2,10.2,12.9,297,8
1774,LEXUS,LS 600h L,MID-SIZE,5.0,8,AV,Z,12.7,10.1,11.5,264,8
1775,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS,Z,19.0,13.6,16.6,382,6
1776,LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS,Z,10.6,8.4,9.6,221,6
1777,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS,Z,10.8,8.8,9.9,228,6
1778,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV,X,7.1,7.7,7.4,170,6
1779,LEXUS,RC 350,SUBCOMPACT,3.5,6,AS,Z,12.3,8.5,10.6,244,8
1780,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS,Z,12.6,9.1,11.0,253,6
1781,LEXUS,RC F,SUBCOMPACT,5.0,8,AS,Z,15.2,9.5,12.6,290,8
1784,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV,Z,8.0,8.5,8.2,189,6
1785,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS,X,12.4,9.0,10.9,251,6
1786,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS,X,12.9,9.2,11.2,258,6
1787,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS,X,13.9,9.5,11.9,274,6
1788,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS,X,13.1,9.0,11.2,258,6
1789,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS,X,14.6,10.4,12.8,294,6
1790,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS,X,11.5,8.4,10.1,232,6
1791,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A,X,14.1,10.0,12.2,281,6
1792,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS,X,13.7,10.3,12.1,278,6
1793,LINCOLN,MKZ,MID-SIZE,2.0,4,AS,X,10.5,7.0,8.9,205,6
1794,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS,X,13.1,9.2,11.3,260,6
